loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,grade,sub_grade,fico_score,dti,application_type,loan_status
5000.0,5000.0,36 months,11.49,164.86,3 years,RENT,42072.0,Source Verified,car,VA,B,B4,737.0,8.24,Individual,Fully Paid
18400.0,18400.0,36 months,5.99,559.69,10+ years,MORTGAGE,100000.0,Source Verified,debt_consolidation,NJ,A,A2,782.0,17.89,Individual,Fully Paid
11100.0,11100.0,36 months,10.59,361.25,3 years,RENT,50000.0,Source Verified,debt_consolidation,MO,B,B2,742.0,25.08,Individual,Fully Paid
10000.0,10000.0,36 months,10.59,325.45,2 years,MORTGAGE,63000.0,Not Verified,debt_consolidation,NC,B,B2,717.0,2.95,Individual,Fully Paid
4800.0,4800.0,36 months,10.99,157.13,10+ years,MORTGAGE,54600.0,Not Verified,major_purchase,CA,B,B3,702.0,14.15,Individual,Fully Paid
12000.0,12000.0,60 months,17.49,301.41,2 years,RENT,62400.0,Source Verified,moving,MD,D,D5,692.0,20.79,Individual,Fully Paid
2400.0,2400.0,36 months,12.99,80.86,4 years,RENT,67000.0,Not Verified,small_business,CA,C,C1,677.0,15.01,Individual,Fully Paid
35000.0,35000.0,60 months,20.99,946.68,2 years,MORTGAGE,350000.0,Source Verified,home_improvement,CT,F,F3,672.0,12.95,Individual,Fully Paid
16000.0,16000.0,60 months,17.99,406.21,4 years,MORTGAGE,40000.0,Not Verified,home_improvement,MI,E,E1,682.0,13.53,Individual,Fully Paid
6000.0,6000.0,36 months,10.99,196.41,< 1 year,RENT,225000.0,Verified,car,NY,B,B3,727.0,5.51,Individual,Fully Paid
10000.0,10000.0,36 months,7.49,311.02,5 years,RENT,90000.0,Source Verified,credit_card,NY,A,A4,752.0,8.44,Individual,Fully Paid
3500.0,3500.0,60 months,18.39,89.63,3 years,RENT,32640.0,Source Verified,renewable_energy,MD,E,E2,697.0,3.09,Individual,Fully Paid
20000.0,20000.0,60 months,17.99,507.76,7 years,RENT,54000.0,Source Verified,credit_card,NY,E,E1,687.0,18.04,Individual,Fully Paid
15600.0,15600.0,60 months,20.99,421.95,2 years,MORTGAGE,110328.0,Not Verified,other,MD,F,F3,672.0,16.01,Individual,Fully Paid
21000.0,21000.0,60 months,20.25,559.3,10+ years,MORTGAGE,78000.0,Verified,small_business,LA,F,F1,682.0,13.14,Individual,Fully Paid
6000.0,6000.0,36 months,10.99,196.41,10+ years,MORTGAGE,45000.0,Source Verified,debt_consolidation,NV,B,B3,707.0,24.53,Individual,Fully Paid
8500.0,8500.0,36 months,11.49,280.26,10+ years,MORTGAGE,61000.0,Verified,medical,GA,B,B4,702.0,13.26,Individual,Fully Paid
9800.0,9800.0,36 months,6.99,302.56,9 years,MORTGAGE,56500.0,Source Verified,credit_card,AR,A,A3,752.0,21.2,Individual,Fully Paid
7000.0,7000.0,36 months,7.49,217.72,2 years,MORTGAGE,36000.0,Not Verified,car,NY,A,A4,727.0,18.83,Individual,Fully Paid
20500.0,20500.0,60 months,22.85,576.14,10+ years,RENT,58000.0,Verified,debt_consolidation,VA,G,G3,662.0,23.07,Individual,Fully Paid
7000.0,7000.0,36 months,7.49,217.72,4 years,OWN,75360.0,Not Verified,major_purchase,PA,A,A4,752.0,7.26,Individual,Fully Paid
10000.0,10000.0,36 months,9.99,322.63,5 years,RENT,36000.0,Source Verified,small_business,MO,B,B1,737.0,21.93,Individual,Fully Paid
7000.0,7000.0,36 months,11.99,232.47,10+ years,MORTGAGE,130000.0,Verified,medical,OK,B,B5,697.0,15.42,Individual,Fully Paid
22000.0,22000.0,60 months,12.99,500.46,5 years,MORTGAGE,90000.0,Verified,credit_card,TX,C,C1,747.0,9.85,Individual,Fully Paid
3325.0,3325.0,36 months,5.42,100.29,10+ years,MORTGAGE,49920.0,Not Verified,major_purchase,OH,A,A1,762.0,25.7,Individual,Fully Paid
12000.0,12000.0,60 months,14.79,284.16,1 year,RENT,45000.0,Source Verified,debt_consolidation,NJ,C,C4,717.0,14.72,Individual,Charged Off
4500.0,4500.0,36 months,13.49,152.69,< 1 year,RENT,60000.0,Verified,other,OK,C,C2,677.0,23.02,Individual,Charged Off
9175.0,9175.0,60 months,10.59,197.62,2 years,RENT,18000.0,Not Verified,small_business,IL,B,B2,787.0,26.25,Individual,Charged Off
30000.0,30000.0,36 months,9.99,967.88,10+ years,MORTGAGE,150000.0,Source Verified,home_improvement,AL,B,B1,797.0,7.43,Individual,Fully Paid
4000.0,4000.0,36 months,12.99,134.76,5 years,RENT,42000.0,Not Verified,debt_consolidation,FL,C,C1,682.0,18.6,Individual,Charged Off
24000.0,24000.0,60 months,15.99,583.51,3 years,RENT,62400.0,Verified,debt_consolidation,AZ,D,D2,717.0,21.85,Individual,Fully Paid
1500.0,1500.0,36 months,5.99,45.63,,OWN,57600.0,Verified,other,CA,A,A2,767.0,12.6,Individual,Fully Paid
6000.0,6000.0,36 months,8.49,189.38,3 years,RENT,70000.0,Source Verified,moving,FL,A,A5,717.0,8.93,Individual,Fully Paid
12800.0,12800.0,36 months,7.49,398.11,6 years,MORTGAGE,56000.0,Verified,debt_consolidation,CA,A,A4,772.0,15.34,Individual,Charged Off
12000.0,12000.0,36 months,11.99,398.52,5 years,MORTGAGE,112000.0,Not Verified,debt_consolidation,MO,B,B5,702.0,7.86,Individual,Fully Paid
5400.0,5400.0,36 months,11.99,179.34,3 years,RENT,55000.0,Source Verified,debt_consolidation,NY,B,B5,692.0,10.19,Individual,Fully Paid
10000.0,10000.0,36 months,8.49,315.63,5 years,MORTGAGE,65000.0,Not Verified,credit_card,IL,A,A5,737.0,12.24,Individual,Fully Paid
9500.0,9500.0,60 months,10.99,206.51,10+ years,RENT,48000.0,Not Verified,debt_consolidation,NY,B,B3,742.0,17.7,Individual,Fully Paid
8000.0,8000.0,60 months,11.99,177.92,,OWN,24000.0,Source Verified,other,MO,B,B5,722.0,1.05,Individual,Fully Paid
7800.0,7800.0,36 months,6.99,240.81,,MORTGAGE,59000.0,Verified,debt_consolidation,CA,A,A3,752.0,20.11,Individual,Fully Paid
3200.0,3200.0,36 months,5.99,97.34,10+ years,MORTGAGE,82000.0,Source Verified,debt_consolidation,NY,A,A2,747.0,14.58,Individual,Fully Paid
20000.0,20000.0,60 months,12.99,454.96,2 years,RENT,44000.0,Verified,debt_consolidation,NY,C,C1,732.0,12.22,Individual,Fully Paid
1800.0,1800.0,60 months,20.25,47.94,2 years,MORTGAGE,32000.0,Source Verified,debt_consolidation,NY,F,F1,682.0,2.63,Individual,Fully Paid
24000.0,15100.0,60 months,12.99,343.5,10+ years,MORTGAGE,75000.0,Verified,debt_consolidation,OK,C,C1,762.0,6.88,Individual,Fully Paid
3000.0,3000.0,36 months,8.49,94.69,1 year,RENT,65000.0,Source Verified,credit_card,UT,A,A5,707.0,9.18,Individual,Fully Paid
5600.0,5600.0,36 months,8.49,176.76,< 1 year,RENT,63000.0,Verified,credit_card,IL,A,A5,722.0,11.85,Individual,Fully Paid
5000.0,5000.0,36 months,17.99,180.74,2 years,RENT,36000.0,Source Verified,major_purchase,NY,E,E1,672.0,0.4,Individual,Charged Off
3000.0,3000.0,36 months,13.49,101.8,2 years,RENT,21600.0,Source Verified,credit_card,CA,C,C2,702.0,18.94,Individual,Fully Paid
16000.0,16000.0,60 months,10.99,347.8,10+ years,MORTGAGE,76800.0,Source Verified,debt_consolidation,FL,B,B3,757.0,24.13,Individual,Fully Paid
10000.0,10000.0,36 months,10.59,325.45,< 1 year,MORTGAGE,38000.0,Source Verified,wedding,FL,B,B2,727.0,14.75,Individual,Charged Off
2500.0,2500.0,36 months,11.99,83.03,5 years,RENT,44500.0,Not Verified,credit_card,IL,B,B5,682.0,15.1,Individual,Fully Paid
4800.0,4800.0,36 months,11.49,158.27,10+ years,MORTGAGE,71711.0,Source Verified,debt_consolidation,WA,B,B4,697.0,0.02,Individual,Fully Paid
12000.0,12000.0,36 months,13.99,410.08,8 years,RENT,72000.0,Source Verified,debt_consolidation,GA,C,C3,687.0,10.25,Individual,Fully Paid
9350.0,9350.0,36 months,7.49,290.81,4 years,RENT,50000.0,Not Verified,credit_card,CA,A,A4,722.0,22.01,Individual,Fully Paid
20000.0,20000.0,36 months,7.49,622.04,10+ years,RENT,54833.52,Verified,debt_consolidation,CA,A,A4,752.0,18.86,Individual,Fully Paid
6000.0,6000.0,36 months,7.49,186.61,< 1 year,RENT,48000.0,Source Verified,credit_card,KY,A,A4,717.0,12.0,Individual,Fully Paid
13600.0,13600.0,36 months,11.99,451.65,10+ years,RENT,73000.0,Verified,debt_consolidation,CA,B,B5,707.0,3.76,Individual,Fully Paid
13650.0,13650.0,60 months,23.59,389.45,3 years,RENT,40000.0,Not Verified,debt_consolidation,NJ,G,G5,672.0,15.42,Individual,Charged Off
5000.0,5000.0,36 months,7.49,155.51,3 years,RENT,32000.0,Source Verified,debt_consolidation,CA,A,A4,727.0,15.49,Individual,Fully Paid
14000.0,14000.0,36 months,15.62,489.58,10+ years,MORTGAGE,80000.0,Verified,debt_consolidation,MI,D,D1,682.0,17.29,Individual,Fully Paid
2800.0,2800.0,36 months,6.99,86.45,< 1 year,RENT,40800.0,Source Verified,major_purchase,WA,A,A3,762.0,15.44,Individual,Fully Paid
12000.0,12000.0,60 months,15.23,286.93,7 years,MORTGAGE,50000.0,Not Verified,credit_card,WA,C,C5,702.0,20.18,Individual,Charged Off
10000.0,10000.0,36 months,8.49,315.63,4 years,MORTGAGE,33390.0,Not Verified,major_purchase,IL,A,A5,742.0,11.46,Individual,Fully Paid
5400.0,5400.0,36 months,5.99,164.26,5 years,MORTGAGE,120000.0,Source Verified,other,OK,A,A2,807.0,4.46,Individual,Fully Paid
30000.0,30000.0,60 months,20.99,811.44,1 year,RENT,98400.0,Verified,other,CA,F,F3,672.0,16.68,Individual,Fully Paid
8400.0,8400.0,36 months,13.99,287.06,8 years,RENT,51996.0,Not Verified,debt_consolidation,CA,C,C3,682.0,12.44,Individual,Fully Paid
6000.0,6000.0,36 months,7.49,186.61,6 years,OWN,30000.0,Not Verified,debt_consolidation,TX,A,A4,727.0,28.76,Individual,Charged Off
4000.0,4000.0,60 months,13.49,92.02,5 years,RENT,29004.0,Not Verified,debt_consolidation,NY,C,C2,707.0,19.65,Individual,Fully Paid
2800.0,2800.0,36 months,10.99,91.66,7 years,RENT,37440.0,Not Verified,other,OH,B,B3,707.0,2.79,Individual,Fully Paid
18825.0,18825.0,60 months,16.49,462.71,7 years,RENT,30000.0,Source Verified,debt_consolidation,CA,D,D3,717.0,18.96,Individual,Fully Paid
3500.0,3500.0,36 months,8.49,110.48,6 years,RENT,26400.0,Not Verified,debt_consolidation,FL,A,A5,722.0,7.27,Individual,Charged Off
6600.0,6600.0,36 months,7.49,205.28,6 years,RENT,34800.0,Source Verified,other,FL,A,A4,762.0,2.1,Individual,Fully Paid
35000.0,35000.0,36 months,9.99,1129.19,4 years,MORTGAGE,85000.0,Verified,home_improvement,OR,B,B1,772.0,4.04,Individual,Fully Paid
13250.0,13250.0,60 months,10.59,285.39,2 years,MORTGAGE,48000.0,Not Verified,debt_consolidation,UT,B,B2,782.0,14.3,Individual,Fully Paid
3600.0,3600.0,36 months,5.99,109.51,3 years,RENT,30000.0,Source Verified,vacation,CA,A,A2,742.0,20.32,Individual,Fully Paid
5000.0,5000.0,36 months,5.42,150.8,< 1 year,RENT,53000.0,Source Verified,credit_card,DC,A,A1,772.0,11.3,Individual,Fully Paid
15000.0,15000.0,60 months,18.39,384.1,,MORTGAGE,32076.0,Verified,debt_consolidation,FL,E,E2,732.0,6.96,Individual,Fully Paid
20000.0,20000.0,36 months,17.99,722.95,1 year,RENT,160000.0,Source Verified,debt_consolidation,CA,E,E1,707.0,3.61,Individual,Fully Paid
18000.0,18000.0,60 months,11.49,395.78,10+ years,MORTGAGE,57500.0,Not Verified,debt_consolidation,NY,B,B4,737.0,6.18,Individual,Fully Paid
12000.0,12000.0,36 months,7.49,373.22,2 years,RENT,66000.0,Not Verified,debt_consolidation,VA,A,A4,742.0,5.95,Individual,Fully Paid
13500.0,13500.0,36 months,9.99,435.55,10+ years,MORTGAGE,76000.0,Not Verified,debt_consolidation,KY,B,B1,742.0,6.96,Individual,Fully Paid
6000.0,6000.0,36 months,10.99,196.41,8 years,MORTGAGE,56000.0,Not Verified,other,GA,B,B3,722.0,17.06,Individual,Fully Paid
8000.0,8000.0,36 months,10.99,261.88,5 years,RENT,20000.0,Source Verified,major_purchase,NC,B,B3,722.0,14.7,Individual,Fully Paid
18000.0,18000.0,36 months,9.99,580.73,< 1 year,MORTGAGE,65000.0,Source Verified,debt_consolidation,GA,B,B1,732.0,8.36,Individual,Fully Paid
12400.0,12400.0,60 months,18.39,317.52,10+ years,MORTGAGE,55000.0,Source Verified,debt_consolidation,FL,E,E2,682.0,5.21,Individual,Fully Paid
3000.0,3000.0,36 months,7.49,93.31,10+ years,OWN,70000.0,Source Verified,debt_consolidation,CA,A,A4,717.0,22.29,Individual,Fully Paid
16000.0,16000.0,60 months,17.49,401.87,10+ years,MORTGAGE,67548.0,Verified,major_purchase,MI,D,D5,702.0,11.1,Individual,Fully Paid
35000.0,35000.0,36 months,12.99,1179.12,5 years,MORTGAGE,80000.0,Verified,small_business,CA,C,C1,752.0,5.28,Individual,Fully Paid
5000.0,5000.0,36 months,9.99,161.32,5 years,RENT,90000.0,Not Verified,major_purchase,PA,B,B1,717.0,15.45,Individual,Fully Paid
4800.0,4800.0,36 months,15.23,166.94,2 years,RENT,48000.0,Source Verified,house,VA,C,C5,697.0,2.08,Individual,Charged Off
25000.0,25000.0,60 months,13.49,575.12,10+ years,MORTGAGE,63000.0,Verified,home_improvement,NJ,C,C2,742.0,0.21,Individual,Fully Paid
6200.0,6200.0,36 months,10.99,202.96,,MORTGAGE,46709.04,Verified,home_improvement,PA,B,B3,757.0,18.81,Individual,Fully Paid
12000.0,12000.0,36 months,12.99,404.27,< 1 year,MORTGAGE,48000.0,Source Verified,debt_consolidation,CA,C,C1,687.0,17.88,Individual,Fully Paid
8000.0,8000.0,60 months,16.49,196.64,5 years,RENT,90000.0,Not Verified,debt_consolidation,NJ,D,D3,687.0,18.28,Individual,Fully Paid
30000.0,30000.0,60 months,22.48,836.78,7 years,RENT,54000.0,Verified,debt_consolidation,GA,G,G2,662.0,8.27,Individual,Fully Paid
11000.0,11000.0,36 months,16.49,389.4,10+ years,MORTGAGE,39960.0,Source Verified,debt_consolidation,UT,D,D3,662.0,23.24,Individual,Fully Paid
14000.0,14000.0,60 months,20.25,372.87,5 years,RENT,42744.0,Not Verified,credit_card,SD,F,F1,662.0,20.58,Individual,Charged Off
7750.0,7750.0,60 months,16.49,190.49,8 years,MORTGAGE,65000.0,Not Verified,debt_consolidation,NJ,D,D3,682.0,22.74,Individual,Charged Off
3600.0,3600.0,36 months,11.49,118.7,3 years,RENT,45000.0,Not Verified,moving,SC,B,B4,697.0,23.39,Individual,Fully Paid
15000.0,15000.0,36 months,12.99,505.34,4 years,RENT,210000.0,Source Verified,medical,VA,C,C1,702.0,11.82,Individual,Fully Paid
6000.0,6000.0,60 months,7.49,120.2,10+ years,MORTGAGE,72744.0,Source Verified,other,CO,A,A4,782.0,15.62,Individual,Fully Paid
12000.0,12000.0,60 months,15.99,291.76,1 year,MORTGAGE,56000.0,Source Verified,wedding,CT,D,D2,697.0,12.0,Individual,Fully Paid
22500.0,22500.0,60 months,10.99,489.1,5 years,MORTGAGE,93600.0,Source Verified,small_business,CO,B,B3,762.0,3.55,Individual,Fully Paid
6000.0,6000.0,36 months,9.99,193.58,3 years,OWN,53000.0,Source Verified,debt_consolidation,OH,B,B1,702.0,12.88,Individual,Fully Paid
5075.0,5075.0,36 months,5.99,154.37,3 years,MORTGAGE,60000.0,Not Verified,debt_consolidation,PA,A,A2,792.0,20.1,Individual,Fully Paid
35000.0,35000.0,60 months,13.49,805.17,10+ years,RENT,120000.0,Verified,debt_consolidation,NY,C,C2,782.0,6.32,Individual,Fully Paid
4000.0,4000.0,36 months,19.29,147.22,< 1 year,RENT,51630.0,Not Verified,debt_consolidation,MD,E,E4,662.0,4.46,Individual,Fully Paid
2500.0,2500.0,36 months,6.99,77.19,5 years,MORTGAGE,60000.0,Source Verified,car,CA,A,A3,737.0,19.38,Individual,Fully Paid
6000.0,6000.0,36 months,16.49,212.4,3 years,RENT,72000.0,Verified,moving,CT,D,D3,687.0,18.2,Individual,Fully Paid
4000.0,4000.0,36 months,7.49,124.41,< 1 year,OWN,30000.0,Source Verified,wedding,MI,A,A4,767.0,8.4,Individual,Fully Paid
6000.0,6000.0,60 months,10.99,130.43,2 years,RENT,63120.0,Source Verified,wedding,VA,B,B3,777.0,8.27,Individual,Fully Paid
20400.0,20400.0,60 months,11.49,448.55,10+ years,MORTGAGE,44400.0,Verified,home_improvement,MA,B,B4,787.0,7.14,Individual,Fully Paid
12000.0,12000.0,60 months,14.79,284.16,7 years,MORTGAGE,97936.0,Verified,debt_consolidation,VA,C,C4,707.0,24.14,Individual,Fully Paid
12000.0,12000.0,36 months,6.99,370.48,10+ years,MORTGAGE,92000.0,Source Verified,home_improvement,TX,A,A3,797.0,1.53,Individual,Fully Paid
9000.0,9000.0,36 months,10.59,292.91,4 years,MORTGAGE,56000.0,Not Verified,debt_consolidation,TX,B,B2,717.0,8.36,Individual,Fully Paid
20000.0,20000.0,60 months,18.79,516.51,1 year,RENT,75996.0,Verified,debt_consolidation,CA,E,E3,692.0,12.58,Individual,Fully Paid
6000.0,6000.0,36 months,9.99,193.58,2 years,RENT,27031.0,Not Verified,debt_consolidation,MO,B,B1,717.0,15.14,Individual,Fully Paid
3000.0,3000.0,36 months,11.49,98.92,6 years,RENT,42000.0,Not Verified,wedding,MD,B,B4,697.0,3.0,Individual,Fully Paid
11600.0,11600.0,60 months,13.49,266.86,5 years,RENT,41000.0,Not Verified,debt_consolidation,OR,C,C2,702.0,20.69,Individual,Fully Paid
6000.0,6000.0,36 months,16.49,212.4,7 years,MORTGAGE,51200.0,Source Verified,renewable_energy,TX,D,D3,662.0,9.89,Individual,Fully Paid
7200.0,7200.0,36 months,9.99,232.29,10+ years,MORTGAGE,50000.0,Not Verified,other,VA,B,B1,712.0,6.5,Individual,Charged Off
8000.0,8000.0,36 months,9.99,258.1,1 year,RENT,62000.0,Verified,debt_consolidation,NY,B,B1,727.0,24.91,Individual,Fully Paid
10000.0,10000.0,36 months,10.99,327.34,10+ years,MORTGAGE,150000.0,Verified,home_improvement,NV,B,B3,702.0,14.98,Individual,Charged Off
10000.0,10000.0,36 months,7.49,311.02,6 years,RENT,125000.0,Not Verified,debt_consolidation,CT,A,A4,747.0,10.72,Individual,Fully Paid
4200.0,4200.0,36 months,7.49,130.63,4 years,MORTGAGE,75000.0,Not Verified,moving,NJ,A,A4,752.0,5.07,Individual,Fully Paid
15000.0,15000.0,36 months,11.99,498.15,< 1 year,MORTGAGE,74000.0,Source Verified,debt_consolidation,MN,B,B5,687.0,22.18,Individual,Fully Paid
3525.0,3525.0,60 months,10.99,76.63,10+ years,MORTGAGE,129996.0,Source Verified,other,NY,B,B3,727.0,16.74,Individual,Fully Paid
10000.0,10000.0,36 months,11.49,329.72,5 years,MORTGAGE,68000.0,Verified,major_purchase,NY,B,B4,712.0,9.99,Individual,Fully Paid
27000.0,27000.0,60 months,18.39,691.37,< 1 year,OWN,62000.0,Source Verified,debt_consolidation,NJ,E,E2,712.0,14.77,Individual,Fully Paid
16000.0,16000.0,60 months,10.99,347.8,10+ years,RENT,29000.0,Not Verified,debt_consolidation,NC,B,B3,762.0,10.76,Individual,Fully Paid
2600.0,2600.0,36 months,19.29,95.69,< 1 year,RENT,21600.0,Source Verified,moving,VA,E,E4,662.0,15.67,Individual,Fully Paid
6000.0,6000.0,36 months,5.42,180.96,10+ years,MORTGAGE,100000.0,Not Verified,major_purchase,CA,A,A1,782.0,6.48,Individual,Fully Paid
29100.0,29100.0,36 months,15.99,1022.93,8 years,RENT,70000.0,Verified,debt_consolidation,CA,D,D2,707.0,22.37,Individual,Fully Paid
6400.0,6400.0,36 months,15.99,224.98,10+ years,MORTGAGE,50000.0,Source Verified,other,TX,D,D2,677.0,9.34,Individual,Charged Off
9800.0,9800.0,36 months,7.49,304.8,9 years,MORTGAGE,50000.0,Not Verified,debt_consolidation,OH,A,A4,737.0,7.32,Individual,Charged Off
6000.0,6000.0,36 months,5.99,182.51,4 years,RENT,36000.0,Verified,debt_consolidation,WI,A,A2,757.0,26.34,Individual,Fully Paid
17500.0,17500.0,60 months,16.49,430.14,10+ years,MORTGAGE,31200.0,Source Verified,home_improvement,MA,D,D3,732.0,1.54,Individual,Fully Paid
15000.0,15000.0,36 months,12.99,505.34,9 years,RENT,46890.0,Verified,debt_consolidation,NY,C,C1,702.0,18.14,Individual,Fully Paid
8000.0,8000.0,36 months,8.49,252.51,2 years,RENT,80500.0,Not Verified,wedding,CA,A,A5,742.0,1.65,Individual,Fully Paid
2100.0,2100.0,36 months,11.49,69.24,10+ years,MORTGAGE,54996.0,Not Verified,other,TX,B,B4,672.0,12.96,Individual,Fully Paid
6000.0,6000.0,36 months,15.23,208.67,2 years,MORTGAGE,70000.0,Verified,debt_consolidation,WA,C,C5,667.0,18.55,Individual,Fully Paid
24000.0,24000.0,60 months,13.49,552.12,2 years,MORTGAGE,98000.0,Verified,debt_consolidation,IL,C,C2,727.0,14.63,Individual,Fully Paid
5000.0,5000.0,60 months,7.49,100.17,10+ years,MORTGAGE,72600.0,Not Verified,car,KY,A,A4,772.0,13.59,Individual,Fully Paid
20000.0,20000.0,36 months,7.49,622.04,10+ years,RENT,39915.0,Verified,debt_consolidation,FL,A,A4,757.0,13.71,Individual,Fully Paid
7000.0,7000.0,36 months,9.99,225.84,10+ years,RENT,100840.0,Source Verified,other,CA,B,B1,707.0,15.07,Individual,Fully Paid
25000.0,25000.0,36 months,10.99,818.35,,MORTGAGE,57120.0,Verified,credit_card,CA,B,B3,722.0,15.29,Individual,Fully Paid
4200.0,4200.0,36 months,15.62,146.88,< 1 year,OWN,24000.0,Source Verified,other,FL,D,D1,697.0,3.2,Individual,Fully Paid
4000.0,4000.0,60 months,11.99,88.96,< 1 year,RENT,26004.0,Source Verified,debt_consolidation,IL,B,B5,737.0,24.18,Individual,Charged Off
35000.0,35000.0,36 months,11.99,1162.34,1 year,RENT,85000.0,Verified,debt_consolidation,FL,B,B5,752.0,22.76,Individual,Fully Paid
11200.0,11200.0,36 months,16.89,398.7,5 years,RENT,26000.0,Not Verified,wedding,OR,D,D4,662.0,8.08,Individual,Charged Off
8000.0,8000.0,36 months,13.49,271.45,2 years,RENT,60000.0,Source Verified,debt_consolidation,CO,C,C2,687.0,14.92,Individual,Fully Paid
6500.0,6500.0,36 months,17.49,233.34,4 years,RENT,42000.0,Source Verified,small_business,CA,D,D5,667.0,7.91,Individual,Fully Paid
1800.0,1800.0,36 months,7.49,55.99,10+ years,MORTGAGE,55000.0,Not Verified,other,CA,A,A4,717.0,11.3,Individual,Fully Paid
5000.0,5000.0,36 months,6.99,154.37,6 years,RENT,42000.0,Source Verified,debt_consolidation,CA,A,A3,737.0,27.86,Individual,Fully Paid
6000.0,6000.0,36 months,11.99,199.26,6 years,MORTGAGE,40000.0,Source Verified,debt_consolidation,GA,B,B5,677.0,24.06,Individual,Fully Paid
15000.0,15000.0,36 months,11.99,498.15,6 years,MORTGAGE,43000.0,Source Verified,debt_consolidation,FL,B,B5,692.0,9.27,Individual,Fully Paid
35000.0,35000.0,60 months,13.49,805.17,7 years,MORTGAGE,80000.0,Verified,other,FL,C,C2,752.0,20.54,Individual,Fully Paid
14000.0,14000.0,36 months,8.49,441.89,10+ years,RENT,46000.0,Source Verified,debt_consolidation,CA,A,A5,727.0,22.67,Individual,Fully Paid
12000.0,12000.0,36 months,15.23,417.34,3 years,MORTGAGE,88000.0,Source Verified,credit_card,DE,C,C5,677.0,14.85,Individual,Charged Off
8000.0,8000.0,36 months,6.99,246.99,3 years,MORTGAGE,70000.0,Source Verified,small_business,CA,A,A3,792.0,9.19,Individual,Fully Paid
3200.0,3200.0,36 months,11.99,106.28,4 years,RENT,33600.0,Not Verified,other,OH,B,B5,697.0,14.68,Individual,Fully Paid
16000.0,16000.0,36 months,10.99,523.75,2 years,MORTGAGE,40000.0,Not Verified,small_business,WA,B,B3,742.0,4.53,Individual,Fully Paid
9000.0,9000.0,36 months,16.49,318.6,10+ years,MORTGAGE,82000.0,Verified,home_improvement,DE,D,D3,677.0,24.78,Individual,Fully Paid
